"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","%D","ADP","Ros"
"*05a07*","Penn Murfee","ATL","RP","762","FA","29","@PHI Thu 12:05PM","11.00","2023","114.5","2.16","0%","-","5%"
"*04aeh*","DL Hall","BAL","RP","763","MDS","25","LAA Thu 12:05PM","11.00","2025","114","2.11","34%","428.77","51%"
"*03aad*","Alex Young","CIN","RP","764","FA","30","WSH Thu 1:10PM","11.00","2023","114","2.71","0%","-","4%"
"*01cg1*","Daniel Bard","COL","RP","765","MURPH","38","@ARI Thu 1:00AM","23.00","2025","113.5","2.1","13%","773.45","13%"
"*01sci*","Christian Bethancourt","MIA","C","766","FA","32","PIT Thu 1:10PM","11.00","2023","113.5","1.8","21%","557.04","20%"
"*05157*","Darius Vines","ATL","SP","767","FA","25","@PHI Thu 12:05PM","11.00","2023","113.5","3.24","14%","709.73","24%"
"*03pj2*","Kevin Newman","(N/A)","2B,3B,SS","768","FA","30","","11.00","2023","113","2.09","0%","-","4%"
"*0316v*","Jake Bauers","MIL","1B,OF","769","FA","28","@NYM Thu 10:10AM","11.00","2023","112.5","2.05","10%","717.14","15%"
"*040cf*","Genesis Cabrera","TOR","RP","770","FA","27","@TB Thu 1:10PM","11.00","2023","112.5","1.97","2%","1630.4","7%"
"*041uv*","Jesse Scholtens","CHW","RP","771","FA","29","DET Thu 1:10PM","11.00","2023","112.5","9.38","0%","-","4%"
"*04g7n*","Oswald Peraza","NYY","3B,SS","772","CA$H","23","@HOU Thu 1:00AM","25.00","2029","112","2.55","43%","447.79","52%"
"*04mlr*","Jeffrey Springs","TB","SP","773","FA","31","TOR Thu 1:10PM","11.00","2023","111.5","5.31","42%","469.1","66%"
"*0433b*","Ildemaro Vargas","WSH","3B","774","FA","32","@CIN Thu 1:10PM","11.00","2023","111.5","1.92","2%","874.5","5%"
"*0511t*","Seth Johnson","BAL","SP","775","FA","25","LAA Thu 12:05PM","11.00","2023","111","11.1","0%","-","14%"
"*03c65*","Victor Robles","WSH","OF","776","FA","26","@CIN Thu 1:10PM","11.00","2023","111","1.95","18%","665.58","24%"
"*0312g*","Tyler Mahle","TEX","SP","777","TONY","29","CHC Thu 4:35PM","22.00","2024","110","13.75","12%","982.92","38%"
"*061t3*","Brennan Bernardino","BOS","RP","778","FA","31","@SEA Thu 7:10PM","11.00","2023","109.5","2.11","0%","-","4%"
"*04q6c*","Isaiah Campbell","BOS","SP","779","FA","26","@SEA Thu 7:10PM","11.00","2023","109.5","2.28","11%","643.92","20%"
"*04egq*","Josh Fleming","PHI","RP","780","FA","27","ATL Thu 12:05PM","11.00","2023","109.5","5.76","0%","-","6%"
"*042no*","Oswaldo Cabrera","NYY","OF","781","JENKS","24","@HOU Thu 1:00AM","19.00","2028","109","2.14","26%","571.59","24%"
"*041ru*","Cole Irvin","BAL","SP","782","MURPH","29","LAA Thu 12:05PM","31.00","2026","109","2.06","7%","817.39","16%"
"*02i31*","Chris Devenski","TB","RP","783","FA","33","TOR Thu 1:10PM","11.00","2023","108.5","2.13","1%","1600.4","3%"
"*03108*","Hunter Dozier","(N/A)","3B","784","FA","32","","11.00","2023","108.5","1.87","0%","-","1%"
"*01fd0*","Daniel Hudson","LAD","RP","785","FA","36","STL Thu 1:10PM","11.00","2023","108.5","2.86","3%","821.81","7%"
"*05wbq*","Damiano Palmegiani","TOR","3B","786","FA","23","@TB Thu 1:10PM","11.00","2023","108.5","2.01","2%","1706.77","16%"
"*02bqj*","Michael Fulmer","(N/A)","RP","787","FA","30","","11.00","2023","108","2.3","0%","-","6%"
"*01sex*","Mychal Givens","(N/A)","RP","788","FA","33","","11.00","2023","108","1.86","0%","-","3%"
"*041r5*","Dustin May","LAD","SP","789","MDS","26","STL Thu 1:10PM","29.00","2026","108","13.5","35%","495.19","55%"
"*04eee*","Drew Rasmussen","TB","SP","790","FA","28","TOR Thu 1:10PM","11.00","2023","108","5.4","26%","578.67","54%"
"*02jmi*","Jose Cisnero","(N/A)","RP","791","FA","34","","11.00","2023","107.5","1.79","0%","-","4%"
"*02hjp*","Jacob deGrom","TEX","SP","792","LANG","35","CHC Thu 4:35PM","34.00","2025","107.5","17.92","79%","401.9","83%"
"*04el1*","Brandon Bielak","HOU","RP","793","FA","27","NYY Thu 1:00AM","11.00","2023","107","2.74","3%","968.46","8%"
"*02zma*","Harold Castro","(N/A)","2B","794","FA","30","","11.00","2023","107","1.6","0%","-","4%"
"*03qs8*","Scott Effross","NYY","RP","795","FA","29","@HOU Thu 1:00AM","11.00","2023","107","2.38","0%","1652.2","8%"
"*04eec*","Nate Pearson","TOR","RP","796","FA","27","@TB Thu 1:10PM","11.00","2023","107","2.89","2%","902.66","18%"
"*05gdv*","Pedro Leon","HOU","OF","797","NASER","25","NYY Thu 1:00AM","8.00","2024","106.5","2.17","7%","909.23","23%"
"*04mnw*","Ryan Weathers","MIA","RP","798","FA","24","PIT Thu 1:10PM","11.00","2023","106","3.53","2%","808.15","10%"
"*05yg3*","Julian Aguiar","CIN","SP","799","FA","22","WSH Thu 1:10PM","11.00","2023","105.5","10.55","0%","-","11%"
"*02bqo*","Jace Peterson","ARI","2B,3B","800","FA","33","COL Thu 1:00AM","11.00","2023","105.5","1.99","8%","853.32","11%"
"*0513y*","Ken Waldichuk","OAK","SP","801","MDS","25","CLE Thu 7:07PM","11.00","2026","105","10.5","75%","431.51","41%"
"*0514o*","Cody Bradford","TEX","P","802","FA","25","CHC Thu 4:35PM","11.00","2023","104.5","1.8","4%","900.95","12%"
"*02iya*","Jake Diekman","(N/A)","RP","803","FA","36","","11.00","2023","104.5","1.77","0%","-","2%"
"*01sbv*","Shelby Miller","DET","RP","804","FA","33","@CHW Thu 1:10PM","11.00","2023","103.5","2.3","3%","892.94","6%"
"*04aee*","Jo Adell","LAA","OF","805","FA","24","@BAL Thu 12:05PM","11.00","2023","103","2.19","33%","499.31","40%"
"*06491*","Orion Kerkering","PHI","SP","806","FA","22","ATL Thu 12:05PM","11.00","2023","103","1.98","30%","464.56","46%"
"*025j1*","Robbie Ray","SEA","SP","807","KYLE","32","BOS Thu 7:10PM","24.00","2025","103","14.71","57%","599.47","63%"
"*0316r*","Trevor Gott","OAK","RP","808","FA","31","CLE Thu 7:07PM","11.00","2023","102.5","1.93","0%","1714.2","3%"
"*03gl9*","Huascar Ynoa","ATL","SP","809","FA","25","@PHI Thu 12:05PM","11.00","2023","102.5","4.46","16%","685.96","21%"
"*05a2d*","Max Meyer","MIA","SP","810","LANG","24","PIT Thu 1:10PM","22.00","2025","102","10.2","83%","389.71","81%"
"*02hhj*","Ryne Stanek","(N/A)","RP","811","FA","32","","11.00","2023","102","1.89","0%","1676.2","4%"
"*0311f*","Victor Caratini","HOU","C","812","FA","30","NYY Thu 1:00AM","11.00","2023","101.5","1.99","17%","704.48","13%"
"*03ann*","Jeff Hoffman","PHI","RP","813","FA","30","ATL Thu 12:05PM","11.00","2023","101.5","2.74","19%","656.79","18%"
"*060pm*","Wyatt Langford","TEX","OF","814","KYLE","22","CHC Thu 4:35PM","19.00","2028","101.5","3.38","100%","178.87","94%"
"*02n7j*","Dominic Leone","(N/A)","RP","815","FA","32","","11.00","2023","101.5","1.72","0%","-","2%"
"*01urw*","Avisail Garcia","MIA","OF","816","LANG","32","PIT Thu 1:10PM","19.00","2025","101","2.02","9%","878.41","13%"
"*03199*","Luke Voit","(N/A)","1B","817","FA","32","","11.00","2023","101","2.3","0%","-","3%"
"*02br3*","Nick Ahmed","(N/A)","SS","818","FA","33","","11.00","2023","100.5","1.65","0%","-","3%"
"*02i3g*","Adalberto Mondesi","(N/A)","SS","819","FA","28","","11.00","2023","100.5","2.58","28%","536.82","27%"
"*01fug*","Matt Moore","MIA","RP","820","FA","34","PIT Thu 1:10PM","11.00","2023","100.5","2.87","0%","-","10%"
"*02j6w*","Jose Urena","(N/A)","RP","821","FA","32","","11.00","2023","100.5","8.38","0%","-","2%"
"*01usr*","Kyle Higashioka","SD","C","822","FA","33","SF Thu 1:10PM","11.00","2023","100","1.72","20%","615.32","17%"
"*02bra*","James McCann","BAL","C","823","FA","33","LAA Thu 12:05PM","11.00","2023","100","1.85","15%","704.25","14%"
"*03mgg*","Mike Ford","(N/A)","1B","824","FA","31","","11.00","2023","99.5","2.31","0%","-","4%"
"*0597k*","Nick Gonzales","PIT","2B","825","HENRY","24","@MIA Thu 1:10PM","11.00","2025","99.5","2.21","9%","831.05","24%"
"*041rn*","Joey Lucchesi","NYM","SP","826","FA","30","MIL Thu 10:10AM","11.00","2023","99.5","4.74","21%","632.87","22%"
"*05gcy*","Jose Rodriguez","CHW","SS","827","FA","22","DET Thu 1:10PM","11.00","2023","99.5","2.69","4%","901.14","16%"
"*032pz*","Raimel Tapia","(N/A)","OF","828","FA","29","","11.00","2023","99.5","2.16","0%","-","5%"
"*047sh*","Wandy Peralta","(N/A)","RP","829","FA","32","","11.00","2023","99","1.74","1%","1796.2","6%"
"*02bul*","Jake Cave","PHI","OF","830","FA","31","ATL Thu 12:05PM","11.00","2023","98.5","1.97","0%","-","3%"
"*03qx9*","Tayler Saucedo","SEA","RP","831","FA","30","BOS Thu 7:10PM","11.00","2023","98.5","1.7","0%","-","1%"
"*04eg3*","Kevin Smith","OAK","3B,SS","832","FA","27","CLE Thu 7:07PM","11.00","2023","98.5","2.19","0%","-","5%"
"*02myh*","Drew VerHagen","(N/A)","RP","833","FA","33","","11.00","2023","98.5","1.79","0%","-","3%"
"*05143*","Hunter Gaddis","CLE","SP","834","FA","25","@OAK Thu 7:07PM","11.00","2023","98","2.39","0%","-","8%"
"*0510z*","Korey Lee","CHW","C","835","FA","25","DET Thu 1:10PM","11.00","2023","98","1.75","20%","642.93","22%"
"*031av*","Keynan Middleton","(N/A)","RP","836","FA","30","","11.00","2023","98","2","1%","1586.8","4%"
"*04pqh*","Mason Englert","DET","SP","837","FA","24","@CHW Thu 1:10PM","11.00","2023","97.5","1.81","0%","-","5%"
"*041qk*","Garrett Hampson","KC","SS,OF","838","FA","29","MIN Thu 1:10PM","11.00","2023","97.5","1.74","6%","885.98","11%"
"*02brf*","Jorge Lopez","NYM","RP","839","FA","30","MIL Thu 10:10AM","11.00","2024","97.5","2.64","0%","1700.2","6%"
"*01iz0*","Tyler Matzek","ATL","RP","840","FA","33","@PHI Thu 12:05PM","11.00","2023","97.5","2.22","2%","1657.2","4%"
"*04c0o*","Jose Soriano","LAA","SP","841","FA","25","@BAL Thu 12:05PM","11.00","2023","97.5","2.07","16%","662.79","23%"
"*03yxd*","Vidal Brujan","MIA","2B","842","FA","25","PIT Thu 1:10PM","11.00","2023","97","2.49","12%","750.07","21%"
"*02mxf*","Carson Kelly","DET","C","843","FA","29","@CHW Thu 1:10PM","11.00","2023","97","1.87","7%","815.14","12%"
"*02j7h*","Jacob Stallings","(N/A)","C","844","FA","34","","11.00","2023","97","1.62","2%","925","6%"
"*02nqg*","Luis Torrens","(N/A)","C","845","FA","27","","11.00","2023","97","2.06","0%","-","3%"
"*05wru*","Paul Skenes","PIT","SP","846","FA","21","@MIA Thu 1:10PM","11.00","2023","96","9.6","87%","352.91","87%"
"*025g7*","Jonathan Schoop","DET","2B,3B","847","FA","32","@CHW Thu 1:10PM","11.00","2023","95.5","2.08","0%","-","3%"
"*02n7z*","Yency Almonte","LAD","RP","848","FA","29","STL Thu 1:10PM","11.00","2023","95","2.16","0%","-","3%"
"*025jn*","Corey Dickerson","(N/A)","OF","849","FA","34","","11.00","2023","94.5","1.93","0%","-","2%"
"*02xi1*","Kevin Pillar","(N/A)","OF","850","FA","34","","11.00","2023","94.5","2.15","0%","-","3%"
"*0315n*","Austin Pruitt","OAK","RP","851","FA","34","CLE Thu 7:07PM","11.00","2023","94.5","2.01","0%","-","1%"
"*0241r*","Brad Hand","(N/A)","RP","852","FA","33","","11.00","2023","94","1.74","0%","-","4%"
"*02n6w*","Ryan Borucki","PIT","RP","853","FA","29","@MIA Thu 1:10PM","11.00","2023","93.5","1.99","2%","937.82","4%"
"*04t9b*","Michael Busch","LAD","2B","854","NASER","26","STL Thu 1:10PM","8.00","2024","93.5","2.6","50%","440.46","62%"
"*041m8*","Carter Kieboom","WSH","3B","855","FA","26","@CIN Thu 1:10PM","11.00","2023","93.5","1.95","16%","772.89","21%"
"*04psq*","Andrew Wantz","LAA","RP","856","FA","28","@BAL Thu 12:05PM","11.00","2023","93.5","2.6","0%","-","4%"
"*04nqx*","Ezequiel Duran","TEX","3B,SS,OF","857","FA","24","CHC Thu 4:35PM","11.00","2023","93","2.27","84%","388.63","74%"
"*02hc5*","Andrew Bellatti","PHI","RP","858","FA","32","ATL Thu 12:05PM","11.00","2023","92.5","2.5","0%","-","3%"
"*04s1h*","Luis Gil","NYY","SP","859","NASER","25","@HOU Thu 1:00AM","8.00","2024","92.5","11.56","4%","922.31","23%"
"*04mlx*","Matthew Liberatore","STL","SP","860","HENRY","24","@LAD Thu 1:10PM","19.00","2027","92.5","2.26","20%","628.25","36%"
"*04ggi*","Andrew Kittredge","TB","RP","861","FA","33","TOR Thu 1:10PM","11.00","2023","92","2.71","15%","728.27","17%"
"*05xop*","Cade Povich","BAL","SP","862","FA","23","LAA Thu 12:05PM","11.00","2023","92","11.5","15%","749.04","30%"
"*04pmb*","Kris Bubic","KC","SP","863","FA","26","MIN Thu 1:10PM","11.00","2023","91.5","6.1","0%","-","15%"
"*04enz*","Robert Garcia","WSH","P","864","FA","27","@CIN Thu 1:10PM","11.00","2023","91","2.12","0%","-","2%"
"*05156*","Bryan Hoeing","MIA","RP","865","FA","27","PIT Thu 1:10PM","11.00","2023","91","2.33","0%","-","4%"
"*05gsw*","Yerry De Los Santos","NYY","RP","866","FA","26","@HOU Thu 1:00AM","11.00","2023","90.5","2.06","0%","-","6%"
"*03duu*","Ryan Thompson","ARI","RP","867","FA","31","COL Thu 1:00AM","11.00","2023","90.5","2.15","0%","-","4%"
"*04ydi*","Ronel Blanco","HOU","RP","868","FA","30","NYY Thu 1:00AM","11.00","2023","90","1.67","0%","-","8%"
"*05gww*","Cade Horton","CHC","SP","869","FA","22","@TEX Thu 4:35PM","11.00","2023","90","9","83%","395.9","86%"
"*025ey*","Luke Jackson","SF","RP","870","FA","32","@SD Thu 1:10PM","11.00","2023","90","2.5","0%","1714.8","7%"
"*01s9f*","Wil Myers","(N/A)","1B,OF","871","JOHN","33","","31.00","2027","90","2","0%","-","6%"
"*02mzu*","Joey Wendle","NYM","SS","872","NASER","33","MIL Thu 10:10AM","16.00","2024","90","1.84","2%","1596.69","7%"
"*03mle*","Joe Mantiply","ARI","RP","873","FA","32","COL Thu 1:00AM","11.00","2023","89.5","1.99","0%","-","5%"
"*03dau*","Trevor Megill","MIL","RP","874","FA","30","@NYM Thu 10:10AM","11.00","2023","89.5","2.36","10%","813.92","7%"
"*05a29*","Carmen Mlodzinski","PIT","P","875","FA","24","@MIA Thu 1:10PM","11.00","2023","89.5","2.13","4%","876.15","16%"
"*01s8p*","AJ Pollock","(N/A)","OF,UT","876","FA","36","","11.00","2023","89.5","2.36","0%","-","3%"
"*04elh*","Jacob Amaya","MIA","SS","877","FA","25","PIT Thu 1:10PM","11.00","2023","89","1.98","1%","1720.2","10%"
"*04sxl*","Nick Anderson","KC","RP","878","FA","33","MIN Thu 1:10PM","11.00","2023","89","1.65","17%","673.29","19%"
"*02han*","Aaron Loup","(N/A)","RP","879","FA","36","","11.00","2023","89","1.59","0%","-","1%"
"*04z9e*","George Soriano","MIA","SP","880","FA","24","PIT Thu 1:10PM","11.00","2023","89","1.65","0%","-","7%"
"*02hgr*","Ryan Tepera","(N/A)","RP","881","FA","36","","11.00","2023","89","1.98","0%","-","3%"
"*02i12*","Mike Zunino","(N/A)","C","882","FA","32","","11.00","2023","89","2.17","2%","983.36","4%"
"*0515h*","Xzavion Curry","CLE","SP","883","FA","25","@OAK Thu 7:07PM","11.00","2023","88.5","1.74","6%","842.25","11%"
"*05uy4*","Dylan Dodd","ATL","SP","884","FA","25","@PHI Thu 12:05PM","11.00","2023","88.5","2.33","0%","-","11%"
"*04mkt*","Dairon Blanco","KC","OF","885","FA","30","MIN Thu 1:10PM","11.00","2023","88","2.51","17%","696.49","14%"
"*041ra*","Josh Palacios","PIT","OF","886","FA","28","@MIA Thu 1:10PM","11.00","2023","88","2.32","16%","751.9","15%"
"*02mzc*","Austin Nola","SD","C","887","FA","33","SF Thu 1:10PM","11.00","2023","87.5","1.68","0%","-","4%"
"*0376h*","Tyler Alexander","TB","RP","888","FA","29","TOR Thu 1:10PM","11.00","2023","87","10.88","5%","870.38","8%"
"*01uay*","Bryan Shaw","(N/A)","RP","889","FA","36","","11.00","2023","87","1.58","6%","754.31","6%"
"*02mx2*","Tyrone Taylor","NYM","OF","890","FA","29","MIL Thu 10:10AM","11.00","2023","87","2.49","30%","514.53","24%"
"*01sik*","Brad Boxberger","(N/A)","RP","891","FA","35","","11.00","2023","86.5","1.77","0%","-","4%"
"*05g32*","Drew Carlton","(N/A)","RP","892","FA","28","","11.00","2023","86.5","1.8","0%","-","1%"
"*013ip*","Jesse Chavez","(N/A)","RP","893","FA","40","","11.00","2023","86.5","2.11","0%","-","5%"
"*062ob*","Jose Ferrer","WSH","RP","894","FA","23","@CIN Thu 1:10PM","11.00","2023","86.5","1.84","0%","-","4%"
"*02cch*","Erasmo Ramirez","TB","RP","895","FA","33","TOR Thu 1:10PM","11.00","2023","86","2.87","0%","-","1%"
"*052ru*","Josh Smith","TEX","3B,SS,OF","896","FA","26","CHC Thu 4:35PM","11.00","2023","86","1.87","0%","1719.8","7%"
"*04ywo*","Joan Adon","WSH","SP","897","FA","25","@CIN Thu 1:10PM","11.00","2023","85.5","1.82","0%","-","7%"
"*02c5y*","Matt Duffy","(N/A)","2B,3B","898","FA","32","","11.00","2023","85.5","1.64","0%","-","3%"
"*05jq7*","Kyle Hurt","LAD","SP","899","FA","25","STL Thu 1:10PM","11.00","2023","85.5","1.78","29%","517.86","41%"
"*04efn*","Keegan Thompson","CHC","SP","900","FA","28","@TEX Thu 4:35PM","11.00","2023","85.5","3.17","1%","1498.2","7%"
"*05rk4*","Brandon Walter","BOS","SP","901","FA","27","@SEA Thu 7:10PM","11.00","2023","85.5","10.69","0%","-","8%"
"*03qln*","Jimmy Herget","LAA","RP","902","FA","30","@BAL Thu 12:05PM","11.00","2023","85","2.02","0%","-","4%"
"*05koh*","Luke Little","CHC","P","903","FA","23","@TEX Thu 4:35PM","11.00","2023","85","2.12","4%","956.78","17%"
"*04en7*","Garrett Mitchell","MIL","OF","904","HENRY","25","@NYM Thu 10:10AM","9.00","2025","85","2.07","86%","365.32","79%"
"*04ej3*","Riley O'Brien","STL","SP","905","FA","28","@LAD Thu 1:10PM","11.00","2023","85","1.77","1%","1648.2","5%"
"*026mp*","Nick Ramirez","NYY","RP","906","FA","34","@HOU Thu 1:00AM","11.00","2023","85","3.4","1%","1759.2","2%"
"*04z6k*","Luisangel Jose Acuna","NYM","SS","907","TONY","21","MIL Thu 10:10AM","15.00","2027","84.5","2.91","9%","757.11","52%"
"*0375e*","Jonathan Davis","(N/A)","OF","908","FA","31","","11.00","2023","84.5","2.06","0%","-","1%"
"*03111*","Marco Gonzales","PIT","SP","909","JOHN","31","@MIA Thu 1:10PM","25.00","2026","84.5","3.02","21%","624.18","27%"
"*04y9o*","Jack Leiter","TEX","SP","910","JOHN","23","CHC Thu 4:35PM","37.00","2027","84.5","8.45","12%","726.36","47%"
"*0516e*","Ty Adcock","SEA","P","911","FA","26","BOS Thu 7:10PM","11.00","2023","84","1.91","0%","-","6%"
"*04pq2*","Dylan Coleman","HOU","RP","912","FA","27","NYY Thu 1:00AM","11.00","2023","84","3","0%","-","5%"
"*05jpo*","Nick Frasso","LAD","P","913","FA","25","STL Thu 1:10PM","11.00","2023","84","14","20%","684.42","40%"
"*01z83*","Dallas Keuchel","(N/A)","SP","914","FA","35","","11.00","2023","84","8.4","0%","-","2%"
"*03dpn*","J.P. Feyereisen","LAD","RP","915","FA","30","STL Thu 1:10PM","11.00","2023","83.5","2.46","0%","-","6%"
"*03pp7*","Tanner Rainey","WSH","RP","916","FA","31","@CIN Thu 1:10PM","11.00","2023","83.5","1.82","8%","864.55","10%"
"*01cfp*","Eric Hosmer","(N/A)","1B","917","FA","34","","11.00","2023","83","2.31","0%","-","3%"
"*061mp*","Peter Strzelecki","ARI","RP","918","FA","29","COL Thu 1:00AM","11.00","2023","83","2.44","0%","-","4%"
"*05lo5*","Freddy Fermin","KC","C","919","FA","28","MIN Thu 1:10PM","11.00","2023","82.5","2.06","27%","424.12","24%"
"*04awd*","Casey Lawrence","(N/A)","RP","920","FA","36","","11.00","2023","82.5","1.88","0%","-","0%"
"*04ek8*","Connor Brogdon","PHI","RP","921","FA","28","ATL Thu 12:05PM","11.00","2023","82","2.56","0%","-","3%"
"*03db4*","Jonathan Loaisiga","NYY","RP","922","FA","29","@HOU Thu 1:00AM","11.00","2023","82","2.93","1%","1618.22","9%"
"*05u3c*","Adrian Martinez","OAK","SP","923","FA","27","CLE Thu 7:07PM","11.00","2023","82","1.46","0%","-","5%"
"*05rch*","Colson Montgomery","CHW","3B,SS","924","MDS","21","DET Thu 1:10PM","25.00","2029","82","2.28","66%","434.26","74%"
"*03qml*","Dylan Moore","SEA","2B,OF","925","FA","31","BOS Thu 7:10PM","11.00","2023","82","2","16%","789.27","12%"
"*03xmd*","John Brebbia","(N/A)","RP","926","FA","33","","11.00","2023","81.5","1.9","0%","-","4%"
"*0421k*","Bowden Francis","TOR","SP","927","FA","27","@TB Thu 1:10PM","11.00","2023","81.5","1.73","8%","839.15","12%"
"*05yb1*","Drew Thorpe","SD","SP","928","FA","23","SF Thu 1:10PM","11.00","2023","81","13.5","24%","589.47","55%"
"*02brk*","Austin Hedges","CLE","C","929","FA","31","@OAK Thu 7:07PM","11.00","2023","80.5","1.32","0%","-","2%"
"*0310a*","Reese McGuire","BOS","C","930","FA","28","@SEA Thu 7:10PM","11.00","2023","80.5","1.41","11%","802.33","12%"
"*02mx4*","J.T. Chargois","MIA","RP","931","FA","33","PIT Thu 1:10PM","11.00","2023","80","1.74","0%","-","3%"
"*04ehz*","Jeremiah Estrada","SD","RP","932","FA","25","SF Thu 1:10PM","11.00","2023","80","1.95","7%","878.25","11%"
"*04eme*","Tristan Gray","MIA","2B","933","FA","27","PIT Thu 1:10PM","11.00","2023","80","2","1%","1793.2","5%"
"*04t41*","Tucupita Marcano","SD","SS,OF","934","FA","24","SF Thu 1:10PM","11.00","2023","80","1.82","0%","-","7%"
"*06615*","Grant Hartwig","NYM","SP","935","FA","26","MIL Thu 10:10AM","11.00","2023","79.5","2.04","0%","-","6%"
"*03aqj*","Victor Arano","(N/A)","RP","936","FA","28","","11.00","2023","79","1.93","0%","-","1%"
"*03dbv*","Jeff Brigham","NYM","RP","937","FA","31","MIL Thu 10:10AM","11.00","2023","79","1.93","0%","-","2%"
"*0240y*","Kole Calhoun","(N/A)","1B,OF","938","FA","36","","11.00","2023","79","2.14","0%","-","2%"
"*03178*","Adam Cimber","LAA","RP","939","FA","33","@BAL Thu 12:05PM","11.00","2023","79","1.72","0%","-","4%"
"*02bvq*","Tommy La Stella","(N/A)","UT","940","FA","34","","11.00","2023","79","1.93","0%","-","2%"
"*03yxa*","Yunior Marte","PHI","RP","941","FA","28","ATL Thu 12:05PM","11.00","2023","79","1.8","0%","-","1%"
"*02hi5*","Scott Alexander","(N/A)","RP","942","FA","34","","11.00","2023","78.5","1.6","0%","-","2%"
"*0260w*","Matt Barnes","(N/A)","RP","943","FA","33","","11.00","2023","78.5","1.67","0%","-","4%"
